Unnamed: 0,Año,Estado,Municipio,municipio,GINI,decil_1,decil_2,decil_3,decil_4,decil_5,decil_6,decil_7,decil_8,decil_9,decil_10,p1_Respuesta_1,p1_Respuesta_2,p1_Respuesta_3,p1_Respuesta_4,p1_Respuesta_5,p1_Respuesta_6,p10_Respuesta_1,p10_Respuesta_2,p10_Respuesta_3,p10_Respuesta_4,p11_Respuesta_1,p11_Respuesta_2,p11_Respuesta_3,p11_Respuesta_4,p11_Respuesta_5,p11_Respuesta_6,p12_Respuesta_1,p12_Respuesta_2,p12_Respuesta_3,p12_Respuesta_4,p12_Respuesta_5,p12_Respuesta_6,p12_Respuesta_7,p13_Respuesta_1,p13_Respuesta_2,p13_Respuesta_3,p13_Respuesta_4,p13_Respuesta_5,p13_Respuesta_6,p14_Respuesta_1,p14_Respuesta_2,p14_Respuesta_3,p14_Respuesta_4,p15_Respuesta_1,p15_Respuesta_2,p15_Respuesta_3,p15_Respuesta_4,p2_Respuesta_1,p2_Respuesta_2,p2_Respuesta_3,p2_Respuesta_4,p2_Respuesta_5,p2_Respuesta_6,p3_Respuesta_1,p3_Respuesta_2,p3_Respuesta_3,p3_Respuesta_4,p3_Respuesta_5,p3_Respuesta_6,p4_Respuesta_1,p4_Respuesta_2,p4_Respuesta_3,p4_Respuesta_4,p4_Respuesta_5,p4_Respuesta_6,p5_Respuesta_1,p5_Respuesta_2,p5_Respuesta_3,p5_Respuesta_4,p5_Respuesta_5,p5_Respuesta_6,p6_Respuesta_1,p6_Respuesta_2,p6_Respuesta_3,p6_Respuesta_4,p6_Respuesta_5,p6_Respuesta_6,p7_Respuesta_1,p7_Respuesta_2,p7_Respuesta_3,p7_Respuesta_4,p8_Respuesta_1,p8_Respuesta_2,p8_Respuesta_3,p8_Respuesta_4,p9_Respuesta_1,p9_Respuesta_2,p9_Respuesta_3,Percepcion_Economica_Personal_Positiva,Percepcion_Economica_Personal_Negativa,Percepcion_Naciona_Positiva,Percepcion_Nacional_Negativa,Consumo_Ahorro_Positivo,Consumo_Ahorro_Negativo,Incertidumbre_Economica_Personal,Incertidumbre_Economica_Nacional,Ingreso promedio total,Region,Cluster,estado_numero,estado_codigo,cvegeo
191.0,2020,Mexico,Nezahualcóyotl,58,0.3452,10839.6774,17130.0279,23217.5682,26965.4431,30667.9998,35094.9355,41227.1332,49729.8929,60575.7305,111600.257,,9.3366,70.0246,20.6388,,,23.8329,76.1671,,,,13.0221,54.7912,30.7125,1.4742,,,2.9484,11.0565,45.4545,29.9754,10.5651,,3.1941,7.6167,43.4889,44.226,1.4742,,5.4054,19.4103,75.1843,,2.9484,27.2727,69.7789,,,42.2604,31.4496,22.3587,3.9312,,0.4914,7.6167,75.43,15.7248,0.7371,,,48.6486,28.9926,20.1474,2.2113,,1.4742,6.3882,57.2482,33.9066,0.9828,,5.8968,26.5356,26.0442,29.9754,11.5479,,11.0565,43.9803,44.9631,,4.4226,57.2482,38.3292,,22.3587,77.6413,,34.9167,12.2499,17.4447,24.6929,23.8124,49.2102,0.0,0.0,40704.8665,Centro,4.0,14,15,15058
192.0,2020,Mexico,Nicolás Romero,60,0.3649,11532.1232,15924.7407,17684.8995,21283.071,24709.8225,32072.2674,40419.5472,52510.4471,74238.0671,96309.3288,8.1081,16.2162,21.6216,54.0541,,,16.2162,62.1622,,21.6216,,40.5405,16.2162,32.4324,,10.8108,,,13.5135,54.0541,,32.4324,,10.8108,35.1351,16.2162,37.8378,,,16.2162,16.2162,67.5676,,21.6216,16.2162,62.1622,,8.1081,37.8378,10.8108,43.2432,,,,8.1081,48.6486,43.2432,,,8.1081,37.8378,37.8378,16.2162,,,8.1081,16.2162,27.027,43.2432,5.4054,,8.1081,10.8108,21.6216,48.6486,,10.8108,8.1081,,91.8919,,,40.5405,59.4595,,35.1351,64.8649,,22.113,39.1892,16.7568,37.8378,22.7027,57.1429,10.8108,10.8108,38668.4314,Centro,4.0,14,15,15060
193.0,2020,Mexico,La Paz,70,0.3384,8663.7483,13533.3807,19290.993,24680.3343,31029.0273,36343.8731,42504.7705,55511.0003,67420.4015,89182.903,,,59.0909,40.9091,,,54.5455,45.4545,,,,,72.7273,27.2727,,,,,,72.7273,,27.2727,,,,86.3636,13.6364,,,,,100.0,,27.2727,,72.7273,,,,72.7273,13.6364,13.6364,,,,59.0909,40.9091,,,,,45.4545,40.9091,13.6364,,,,45.4545,54.5455,,,,,27.2727,18.1818,54.5455,,,54.5455,45.4545,,,54.5455,45.4545,,27.2727,72.7273,,59.0909,27.2727,53.0303,42.7273,48.4848,56.0606,0.0,0.0,38816.0432,Centro,4.0,14,15,15070
194.0,2020,Mexico,Tecámac,81,0.3087,19190.2175,23096.4634,28206.9947,34661.85,39653.1356,46960.0293,51783.2035,64281.6755,71530.9966,121891.7462,4.2373,10.1695,23.7288,50.0,11.8644,,29.661,66.1017,,4.2373,4.2373,38.1356,38.1356,18.6441,0.8475,,,9.322,14.4068,37.2881,9.322,29.661,,13.5593,18.6441,61.0169,5.9322,0.8475,,4.2373,13.5593,82.2034,,33.8983,,66.1017,,12.7119,55.9322,28.8136,2.5424,,,4.2373,10.1695,24.5763,61.0169,,,16.9492,50.8475,29.661,2.5424,,,,1.6949,21.1864,71.1864,5.9322,,4.2373,44.9153,30.5085,19.4915,0.8475,,18.6441,16.9492,64.4068,,8.4746,10.1695,66.1017,15.2542,35.5932,64.4068,,22.6695,25.5932,21.9492,18.8559,20.9746,45.8686,15.2542,0.0,50125.6312,Centro,3.0,14,15,15081
195.0,2020,Mexico,Tlalnepantla de Baz,104,0.4152,10707.5836,18947.4468,26144.8903,33876.0913,43434.8994,56666.6261,69473.8332,84442.9508,112106.7105,191661.7292,0.8876,4.4379,58.8757,33.1361,2.6627,,20.4142,70.7101,3.2544,5.6213,,15.3846,52.071,24.2604,7.1006,1.1834,1.1834,1.1834,27.5148,23.0769,18.6391,28.4024,,3.5503,18.6391,43.4911,16.568,17.7515,,0.5917,7.6923,91.716,,3.5503,7.3964,89.0533,,2.071,29.8817,46.7456,11.8343,4.142,5.3254,1.1834,8.8757,56.5089,30.1775,3.2544,,2.3669,34.9112,41.716,10.6509,6.5089,3.8462,,4.142,14.497,71.0059,10.355,,1.4793,25.4438,17.7515,40.2367,15.0888,,3.8462,34.3195,60.6509,1.1834,2.071,19.5266,74.5562,3.8462,21.3018,75.1479,3.5503,24.0385,12.7959,14.4432,26.5902,15.6805,51.2204,3.1699,0.0,64746.2761,Centro,3.0,14,15,15104
196.0,2020,Mexico,Toluca,106,0.4227,7547.6523,17194.4959,23518.6369,28229.8992,34797.338,41047.4471,51203.6453,64155.9116,88784.5126,167323.2089,,2.946,54.1735,40.9165,1.964,,1.473,98.036,0.491,,,2.1277,10.9656,83.9607,2.946,,,,1.473,1.1457,3.2733,94.108,,0.8183,1.964,0.6547,7.2013,89.3617,,0.1637,2.2913,97.054,0.491,1.6367,0.8183,97.545,,,20.2946,42.0622,29.7872,7.856,,,0.982,60.2291,37.9705,0.8183,,,16.0393,57.4468,21.9313,4.5827,,1.1457,0.491,20.9493,73.9771,3.437,,,15.7119,17.5123,24.2226,42.5532,,2.455,10.311,87.234,,,7.365,92.635,,2.1277,97.8723,,31.7717,18.2283,6.7467,30.6465,3.7941,79.9626,0.491,0.0,52380.2748,Centro,4.0,14,15,15106
197.0,2020,Mexico,Tultitlán,109,0.387,9567.8665,19082.8056,24588.1042,31384.6642,38377.9357,42388.1484,48478.584,67925.9076,86903.3925,152555.4646,,24.8175,31.3869,29.1971,14.5985,,12.4088,81.7518,2.1898,3.6496,,29.1971,33.5766,31.3869,5.8394,,,,32.1168,19.708,6.5693,41.6058,,,16.7883,48.1752,21.8978,13.1387,,10.219,2.1898,87.5912,,5.8394,8.0292,84.6715,1.4599,,38.6861,37.9562,13.8686,5.8394,3.6496,1.4599,23.3577,41.6058,29.927,3.6496,,,56.9343,24.8175,14.5985,,3.6496,,2.9197,48.9051,35.0365,13.1387,,,32.1168,26.2774,32.1168,9.4891,,19.708,13.8686,66.4234,,4.3796,30.6569,64.9635,,27.7372,70.8029,1.4599,31.2247,15.9541,29.6142,18.8869,16.4842,45.9854,2.4818,0.0,52125.2873,Centro,3.0,14,15,15109
198.0,2020,Mexico,Zumpango,120,0.3053,15027.34,26006.04,28092.46,29789.61,43680.9,48051.53,50497.18,63017.7238,77026.47,108401.8739,,8.9888,69.6629,21.3483,,,29.2135,70.7865,,,,17.9775,40.4494,41.573,,,,6.7416,28.0899,23.5955,23.5955,17.9775,,,,78.6517,11.236,2.2472,7.8652,,,100.0,,5.618,,94.382,,,23.5955,67.4157,8.9888,,,,6.7416,83.1461,10.1124,,,,17.9775,65.1685,16.8539,,,,25.8427,30.3371,43.8202,,,,28.0899,34.8315,34.8315,2.2472,,29.2135,6.7416,64.0449,,,32.5843,67.4157,,20.2247,76.4045,3.3708,42.8371,14.3258,33.2263,20.2247,22.7528,70.0375,3.3708,7.8652,48959.1128,Centro,3.0,14,15,15120
199.0,2020,Mexico,Cuautitlán Izcalli,121,0.5916,12034.72,24446.9128,28407.2924,32332.7021,37457.6701,48039.0082,57959.3919,63374.2394,93943.1299,542196.815,0.813,21.9512,42.2764,30.0813,4.878,,43.9024,53.6585,,2.439,2.439,37.3984,30.0813,25.2033,1.626,3.252,,,34.1463,22.7642,7.3171,34.1463,1.626,4.065,14.6341,45.5285,11.3821,24.3902,,9.7561,18.6992,71.5447,,22.7642,8.1301,69.1057,,0.813,37.3984,48.7805,11.3821,1.626,,0.813,25.2033,42.2764,25.2033,4.878,1.626,3.252,38.2114,40.6504,13.0081,1.626,3.252,,7.3171,35.7724,52.8455,4.065,,,33.3333,34.9593,26.8293,1.626,3.252,32.5203,21.1382,46.3415,,7.3171,30.8943,61.7886,,42.2764,57.7236,,25.2033,11.5854,26.2195,18.9024,23.6398,40.0407,2.71,2.439,94019.1882,Centro,3.0,14,15,15121
200.0,2020,Mexico,Valle de Chalco Solidaridad,122,0.2672,8173.4531,16854.8152,22299.5467,25438.2845,28939.4147,32727.2942,36368.5034,41910.9817,51121.1929,67057.2807,,7.377,77.8689,14.7541,,,15.5738,79.5082,4.918,,,3.2787,29.5082,67.2131,,,,,0.8197,36.0656,62.2951,0.8197,,,2.459,30.3279,57.377,9.8361,,,12.2951,87.7049,,6.5574,12.2951,81.1475,,,22.1311,29.5082,44.2623,4.0984,,,2.459,69.6721,27.8689,,,,29.5082,39.3443,15.5738,15.5738,,,0.8197,54.0984,43.4426,1.6393,,,8.1967,22.1311,42.623,27.0492,,1.6393,25.4098,72.9508,,,22.1311,77.8689,,7.377,92.623,,34.7336,20.3552,16.9789,35.041,13.6066,79.6448,4.918,0.0,33089.0767,Centro,4.0,14,15,15122
201.0,2020,Michoacan de ocampo,Morelia,53,0.3745,14430.6775,22339.2321,28679.6089,36177.2157,42638.4654,50171.4104,59662.2224,71044.1517,90260.3205,170932.3665,0.5618,10.0187,47.8464,32.8652,8.7079,,34.176,65.824,,,3.6517,28.7453,33.7079,27.5281,6.367,,,0.6554,2.809,26.4981,17.2285,52.0599,0.7491,0.7491,7.9588,25.2809,21.2547,44.5693,0.1873,5.7116,6.367,87.9213,,8.9888,6.367,84.6442,,1.2172,30.5243,30.5243,30.618,7.0225,0.0936,,11.7978,52.2472,27.5281,8.427,,0.3745,38.1086,33.1461,20.6929,7.5843,0.0936,,6.0861,24.2509,51.4045,18.2584,,0.7491,17.5094,25.7491,35.0187,20.8801,0.0936,19.8502,26.779,53.3708,,5.8052,30.3371,63.8577,,23.6891,76.3109,,23.3061,17.9307,11.1798,29.389,18.0135,54.4543,0.0936,0.3433,58633.5671,Centro-Occidente,3.0,7,16,16053
202.0,2020,Morelos,Cuernavaca,7,0.4081,11096.4023,17835.991,24877.4957,30103.7759,35736.0695,42098.2208,48111.5694,58966.7318,75669.4189,173204.1261,3.2209,19.4785,42.7914,29.6012,4.908,,32.2086,66.2577,,1.5337,3.681,35.7362,32.6687,24.8466,2.1472,0.9202,,5.5215,16.5644,35.5828,12.7301,29.6012,,3.8344,20.3988,28.681,24.8466,22.2393,,7.9755,12.7301,79.2945,,15.0307,9.0491,75.9202,,7.0552,44.6319,26.9939,17.3313,3.9877,,2.6074,16.2577,45.3988,32.6687,3.0675,,11.0429,39.4172,27.3006,19.9387,2.3006,,5.8282,7.0552,21.4724,56.2883,9.3558,,7.6687,23.9264,19.4785,34.6626,13.9571,0.3067,19.6319,28.2209,52.1472,,7.8221,35.4294,56.7485,,36.6564,63.3436,,23.8497,14.2255,14.5845,26.2078,21.2954,43.2899,0.9202,0.3067,51769.9801,Centro,3.0,16,17,17007
203.0,2020,Morelos,Emiliano Zapata,8,0.3694,12097.992,18540.9063,24103.1318,29777.9065,36263.3945,44805.2266,47878.2304,58241.8086,75643.9289,141359.6876,,23.6607,33.4821,37.9464,4.9107,,21.875,73.6607,,4.4643,,32.1429,44.1964,19.1964,2.6786,1.7857,,1.7857,18.3036,49.5536,16.5179,13.8393,,1.3393,20.9821,43.75,29.0179,4.9107,,8.9286,8.4821,82.5893,,5.3571,6.6964,87.9464,,11.1607,45.9821,26.7857,16.0714,,,4.4643,23.6607,42.4107,29.4643,,,9.375,51.7857,25.4464,11.6071,,1.7857,,7.5893,25.4464,61.1607,5.8036,,,39.2857,25.4464,26.3393,5.8036,3.125,11.1607,17.8571,70.9821,,1.7857,25.4464,72.7679,,19.6429,80.3571,,27.1104,20.0,20.4365,24.8884,16.9643,50.8371,1.7857,3.125,48871.2213,Centro,3.0,16,17,17008
204.0,2020,Morelos,Jiutepec,11,0.3866,10615.5499,17968.7969,22968.8793,26950.7318,31449.0422,36609.3789,42552.0595,53065.1967,71744.1229,138014.562,,9.434,53.4591,31.761,5.3459,,30.8176,59.7484,,9.434,0.9434,33.9623,39.6226,18.5535,6.2893,0.6289,1.2579,2.2013,11.0063,44.0252,8.805,32.7044,,2.8302,18.8679,39.6226,12.2642,26.4151,,5.6604,,94.3396,,10.3774,5.0314,84.5912,,2.2013,45.283,29.8742,15.4088,5.9748,1.2579,0.9434,18.239,36.478,32.7044,10.3774,1.2579,,46.8553,29.5597,18.8679,2.8302,1.8868,,4.717,13.2075,60.6918,21.3836,,3.7736,22.956,32.7044,25.1572,15.4088,,11.6352,17.9245,70.4403,,6.9182,21.6981,71.3836,,37.1069,62.2642,0.6289,27.2327,15.4088,13.9222,26.7689,18.4748,49.0566,1.1321,0.0,45193.832,Centro,3.0,16,17,17011
205.0,2020,Morelos,Temixco,18,0.3449,8121.1766,13339.4662,19119.1356,24042.5611,27943.1769,32890.5616,38953.4028,48155.8068,61626.0569,86364.382,6.5217,21.7391,25.0,34.7826,11.9565,,20.6522,70.6522,,8.6957,9.7826,26.087,43.4783,14.1304,,6.5217,5.4348,6.5217,17.3913,26.087,3.2609,41.3043,,3.2609,10.8696,38.0435,21.7391,20.6522,5.4348,,6.5217,93.4783,,7.6087,29.3478,63.0435,,11.9565,30.4348,30.4348,20.6522,6.5217,,10.8696,41.3043,16.3043,31.5217,,,8.6957,51.087,25.0,15.2174,,,5.4348,15.2174,9.7826,65.2174,4.3478,,5.4348,20.6522,26.087,29.3478,11.9565,6.5217,25.0,18.4783,56.5217,,3.2609,21.7391,75.0,,35.8696,64.1304,,23.279,20.1087,13.6775,22.8261,20.6522,54.6584,6.5217,5.9783,36055.5726,Centro,4.0,16,17,17018
206.0,2020,Morelos,Xochitepec,28,0.3609,7787.7763,14200.0886,19281.9992,24172.7931,27152.2683,31705.8054,35569.8446,40845.2188,56848.0333,100803.3044,,11.1111,65.0794,23.8095,,,28.5714,71.4286,,,,30.1587,36.5079,14.2857,19.0476,,,7.9365,7.9365,61.9048,,22.2222,,,34.9206,11.1111,41.2698,12.6984,,7.9365,11.1111,80.9524,,7.9365,34.9206,57.1429,,9.5238,47.619,19.0476,23.8095,,,,11.1111,71.4286,4.7619,12.6984,,,57.1429,19.0476,23.8095,,,,7.9365,34.9206,57.1429,,,,20.6349,9.5238,44.4444,25.3968,,14.2857,39.6825,46.0317,,17.4603,44.4444,36.5079,1.5873,38.0952,61.9048,,34.5679,17.7778,16.8651,40.4762,25.9259,47.1655,1.5873,0.0,35836.7132,Centro,4.0,16,17,17028
207.0,2020,Morelos,Yautepec,29,0.3775,10590.7151,16971.9833,20414.5182,23808.7438,27325.3046,32449.8379,38877.5146,52565.1177,67524.1478,118509.4422,6.5789,19.7368,11.8421,53.9474,7.8947,,44.7368,55.2632,,,,31.5789,35.5263,19.7368,13.1579,,,,23.6842,36.8421,21.0526,18.4211,,,6.5789,39.4737,47.3684,6.5789,,14.4737,15.7895,69.7368,,23.6842,15.7895,60.5263,,,30.2632,52.6316,14.4737,2.6316,,2.6316,13.1579,51.3158,32.8947,,,,26.3158,48.6842,22.3684,2.6316,,,11.8421,35.5263,22.3684,30.2632,,,26.3158,32.8947,19.7368,21.0526,,23.6842,7.8947,68.4211,,11.8421,18.4211,69.7368,,5.2632,94.7368,,26.3158,19.5489,25.188,25.6579,20.7237,55.8271,0.0,0.0,40903.7325,Centro,3.0,16,17,17029
208.0,2020,Nayarit,Xalisco,8,0.3093,16462.6323,26706.7499,33837.9003,41429.8717,45754.6051,56660.4127,65173.4852,72365.5888,95349.0754,135470.0746,3.8462,35.5769,39.9038,19.7115,0.9615,,59.6154,40.3846,,,3.8462,60.0962,13.4615,18.75,3.8462,,,,10.0962,46.1538,2.8846,40.8654,,0.9615,41.8269,30.7692,16.8269,9.6154,,14.4231,31.7308,53.8462,,23.0769,27.4038,49.5192,,6.25,67.3077,8.6538,16.3462,1.4423,,,43.2692,27.4038,28.3654,0.9615,,5.2885,66.8269,14.9038,11.5385,1.4423,,,34.1346,12.5,41.3462,12.0192,,6.7308,42.7885,15.8654,21.6346,12.9808,,28.3654,30.2885,41.3462,,17.3077,41.3462,41.3462,,51.4423,48.5577,,29.021,10.0962,21.7415,20.4327,30.9541,35.4396,0.0,0.0,58921.0396,Centro-Occidente,3.0,17,18,18008
209.0,2020,Nayarit,Tepic,17,0.3608,14140.1535,23999.2068,30324.536,36636.6965,43512.3547,51129.5627,59602.7168,72289.2373,91996.8674,163111.1114,3.0871,31.0915,30.871,29.548,5.4024,,41.2348,58.2139,,0.5513,2.4256,46.8578,23.2635,23.7045,2.2051,1.5436,,3.5281,18.0816,29.8787,12.0176,36.4939,,3.0871,31.753,25.1378,21.2789,16.9791,1.7641,9.2613,8.71,82.0287,,19.7354,15.656,64.6086,,9.8126,50.2756,18.4123,17.0893,3.8589,0.5513,4.7409,29.6582,28.0044,33.4068,4.1896,,7.828,51.4884,15.9868,19.5149,4.6307,0.5513,1.4333,23.1533,15.1047,47.9603,12.3484,,6.505,43.2194,14.5535,21.2789,12.6792,1.7641,22.602,35.3914,42.0066,,11.6869,35.3914,52.9217,,41.4553,57.9934,0.5513,23.4381,14.7051,16.8688,21.8026,24.1286,39.9531,0.7993,1.7641,58674.2443,Centro-Occidente,3.0,17,18,18017
210.0,2020,Nuevo leon,Apodaca,6,0.3573,14700.3659,23395.4717,30565.3166,38353.1885,45720.3227,54532.808,64560.3719,79368.8314,98089.5441,158929.2036,4.0169,17.2304,54.2283,22.5159,2.0085,,34.1438,65.8562,,,0.6342,34.2495,49.1543,12.7907,2.4313,0.74,,0.3171,20.1903,46.3002,5.814,25.6871,1.6913,2.7484,22.833,48.3087,14.6934,7.2939,4.1226,7.1882,9.5137,83.2981,,10.148,13.5307,76.3214,,6.871,39.2178,36.0465,14.5877,1.0571,2.2199,3.1712,18.8161,55.1797,21.1416,1.6913,,8.6681,36.7865,39.3235,12.2622,1.3742,1.5856,,11.3108,34.778,47.6744,4.5455,1.6913,2.537,30.2326,35.7294,23.8901,3.1712,4.4397,17.3362,30.6554,52.0085,,7.0825,41.4376,51.4799,,34.3552,64.5877,1.0571,26.6297,9.5798,20.8985,19.1728,22.2638,47.4932,1.4006,2.9863,60821.5424,Norte,3.0,18,19,19006
211.0,2020,Nuevo leon,García,18,0.3964,9496.4279,19315.0373,26059.187,33220.1751,37255.4298,41278.4649,54597.8515,65723.2242,89450.6926,156538.4105,,,49.3976,46.988,3.6145,,3.6145,96.3855,,,,46.988,53.012,,,,,,,53.012,,46.988,,,36.1446,10.8434,19.2771,33.7349,,,12.0482,87.9518,,13.253,,86.747,,,50.6024,45.7831,3.6145,,,,,49.3976,46.988,3.6145,,,50.6024,45.7831,3.6145,,,,,9.6386,68.6747,21.6867,,,9.6386,30.1205,34.9398,25.3012,,,12.0482,87.9518,,,12.0482,87.9518,,3.6145,96.3855,,48.5944,18.0723,19.2771,36.6609,19.5783,91.3253,0.0,0.0,53293.4901,Norte,4.0,18,19,19018
212.0,2020,Nuevo leon,San Pedro Garza García,19,0.5709,18639.1563,31898.3089,40648.9131,52626.7674,72464.6628,110193.8649,168707.9903,234638.0179,306450.1368,845417.2805,,8.0,36.5714,54.8571,0.5714,,23.4286,76.5714,,,,26.8571,68.0,5.1429,,,,,29.7143,29.7143,,40.5714,,1.1429,12.0,35.4286,16.5714,34.8571,,12.0,10.2857,77.7143,,6.2857,5.1429,88.5714,,1.1429,36.5714,46.2857,15.4286,0.5714,,,6.2857,40.0,53.1429,0.5714,,,26.2857,52.5714,20.5714,0.5714,,2.2857,5.1429,17.7143,61.7143,13.1429,,2.8571,21.1429,20.0,35.4286,20.5714,,8.5714,34.2857,57.1429,,1.7143,48.5714,49.7143,,32.5714,67.4286,,28.1905,18.2857,14.7429,30.2857,23.1429,55.619,0.0,0.0,188168.5099,Norte,2.0,18,19,19019
213.0,2020,Nuevo leon,General Escobedo,21,0.3298,14564.4432,24492.5264,32154.5264,39155.899,45271.3191,49718.8161,55894.1556,67876.2588,84912.0024,145943.6201,0.8591,12.0275,36.5979,47.5945,2.921,,14.433,85.567,,,0.8591,18.5567,59.1065,19.7595,1.7182,,,1.89,25.2577,30.0687,5.4983,37.2852,,,11.512,45.5326,15.2921,26.2887,1.3746,4.811,6.0137,89.1753,,6.3574,9.4502,83.8488,0.3436,3.7801,20.1031,42.6117,31.2715,2.2337,,0.8591,12.1993,42.0962,42.7835,2.0619,,3.2646,22.8522,45.5326,25.945,1.3746,1.0309,2.2337,5.3265,31.0997,54.6392,6.0137,0.6873,3.0928,14.9485,37.9725,34.5361,9.4502,,11.1684,23.3677,65.4639,,4.9828,38.1443,56.8729,,17.8694,82.1306,,20.232,19.5232,17.8866,22.7234,16.5477,50.1289,0.6873,1.0309,55998.3567,Norte,3.0,18,19,19021
214.0,2020,Nuevo leon,Guadalupe,26,0.4008,16014.7268,25575.4606,31397.6022,37358.3072,45866.4997,57552.3603,71396.0625,91342.4519,117533.221,211513.2434,1.6037,15.8076,48.11,31.1569,3.3219,,32.5315,63.9175,1.1455,2.4055,,16.3803,61.7411,17.0676,2.1764,2.6346,,1.4891,5.7274,24.5132,11.6838,56.1283,0.4582,10.3093,35.0515,27.7205,13.2875,11.1111,2.52,10.9966,10.1947,78.8087,,13.7457,7.6747,78.5796,,1.6037,26.4605,46.5063,20.504,2.4055,2.52,0.6873,14.5475,59.5647,22.2222,2.9782,,0.3436,25.8877,57.3883,12.2566,0.8018,3.3219,,9.7365,20.504,63.5739,5.7274,0.4582,0.4582,19.4731,30.5842,43.0699,4.3528,2.0619,16.2658,29.0951,54.6392,,6.4147,16.1512,77.4341,,23.7113,73.6541,2.6346,24.8759,11.9559,16.1054,22.1649,20.4086,46.2629,2.4513,1.3746,70554.9936,Norte,3.0,18,19,19026
215.0,2020,Nuevo leon,Juárez,31,0.3096,13755.7867,21647.2178,28997.1743,34328.4556,39220.2298,44703.7467,52576.0552,59817.9366,74165.3485,112110.598,,18.6916,35.9813,45.3271,,,22.8972,70.5607,,6.5421,,28.972,37.3832,20.0935,4.6729,8.8785,,,12.1495,50.9346,1.8692,30.3738,4.6729,1.8692,24.7664,31.7757,32.243,4.6729,4.6729,17.757,13.5514,68.6916,,26.1682,14.486,59.3458,,6.5421,40.1869,39.7196,4.2056,,9.3458,1.8692,14.9533,40.1869,36.4486,6.5421,,10.7477,31.7757,44.8598,5.6075,,7.0093,1.8692,6.5421,11.215,62.1495,15.8879,2.3364,4.2056,14.486,42.0561,21.9626,7.9439,9.3458,19.6262,23.8318,56.5421,,5.6075,25.2336,69.1589,,24.7664,72.8972,2.3364,25.9558,19.6262,15.0935,24.7079,21.69,46.1449,6.8925,5.257,48132.2549,Norte,3.0,18,19,19031
216.0,2020,Nuevo leon,Monterrey,39,0.411,15648.9368,27944.4024,36937.6613,45430.8236,53025.4741,63549.2475,77942.5099,96586.325,130921.5461,255707.9984,2.1739,9.467,53.1557,32.7489,2.4544,,22.4404,75.6662,0.7714,1.122,1.4727,17.1108,65.4979,14.8668,0.7013,0.3506,,2.5947,32.8892,27.4194,4.6985,31.6269,0.7714,1.683,12.4825,52.9453,18.6536,13.9551,0.2805,4.2777,11.3604,84.3619,,7.3633,7.784,84.6424,0.2104,3.0856,23.2118,43.6886,27.6297,1.9635,0.4208,2.1038,11.1501,55.7504,29.9439,1.0519,,2.244,21.3885,51.122,23.7728,1.0519,0.4208,2.1739,6.3114,28.331,54.1374,9.0463,,2.6648,18.5133,27.4194,39.3408,11.9916,0.0701,9.3969,36.0449,54.5582,,4.2076,51.5428,44.2496,,21.3885,77.9804,0.6311,23.2118,15.0771,17.0917,22.4053,19.9914,39.3019,0.4675,0.374,80369.4925,Norte,1.0,18,19,19039
217.0,2020,Nuevo leon,San Nicolás de los Garza,46,0.3887,17192.9987,25447.9867,32534.8175,42510.3516,50111.9703,60229.9069,73286.1298,91640.4773,123817.7349,206319.1761,0.978,18.5819,47.066,32.2738,1.1002,,32.8851,66.5037,,0.6112,0.8557,22.8606,63.2029,10.8802,1.7115,0.489,,0.978,10.7579,48.6553,10.1467,29.2176,0.2445,1.2225,17.8484,48.4108,22.4939,9.78,0.2445,15.2812,6.2347,78.4841,,10.1467,7.2127,82.6406,,2.2005,44.621,33.2518,18.5819,0.8557,0.489,1.3447,19.4377,50.489,27.8729,0.8557,,0.8557,45.599,34.9633,16.6259,0.8557,1.1002,0.3667,6.846,34.3521,53.6675,4.7677,,1.467,24.4499,34.1076,33.6186,5.868,0.489,10.5134,48.1663,41.3203,,4.2787,40.0978,55.379,0.2445,29.3399,70.2934,0.3667,24.9491,12.3778,16.437,23.6247,22.3904,40.6479,0.5379,0.326,72309.155,Norte,3.0,18,19,19046
218.0,2020,Nuevo leon,Santa Catarina,48,0.3114,16077.0793,24469.6196,30574.3001,36985.9341,44679.5652,55890.1387,63057.6341,72730.2024,92712.4925,121476.0808,0.5988,10.9281,65.1198,22.3054,1.0479,,22.7545,76.3473,,0.8982,,21.1078,73.6527,5.0898,0.1497,,,2.8443,30.3892,31.8862,0.2994,34.5808,,0.4491,7.0359,57.7844,17.515,17.2156,,8.2335,6.4371,85.3293,,8.3832,4.491,87.1257,,1.1976,35.3293,52.6946,9.7305,,1.0479,0.7485,16.1677,58.2335,23.8024,1.0479,,1.6467,35.6287,52.3952,9.2814,1.0479,,1.497,8.5329,36.3772,46.4072,6.5868,0.5988,1.497,18.7126,42.2156,22.7545,14.8204,,9.8802,42.9641,47.1557,,1.1976,61.2275,37.5749,,19.7605,79.6407,0.5988,27.5574,9.7519,18.8487,19.6856,23.3408,41.5232,0.8234,0.5988,55865.3047,Norte,3.0,18,19,19048
