Unnamed: 0,Año,Estado,Municipio,municipio,GINI,decil_1,decil_2,decil_3,decil_4,decil_5,decil_6,decil_7,decil_8,decil_9,decil_10,p1_Respuesta_1,p1_Respuesta_2,p1_Respuesta_3,p1_Respuesta_4,p1_Respuesta_5,p1_Respuesta_6,p10_Respuesta_1,p10_Respuesta_2,p10_Respuesta_3,p10_Respuesta_4,p11_Respuesta_1,p11_Respuesta_2,p11_Respuesta_3,p11_Respuesta_4,p11_Respuesta_5,p11_Respuesta_6,p12_Respuesta_1,p12_Respuesta_2,p12_Respuesta_3,p12_Respuesta_4,p12_Respuesta_5,p12_Respuesta_6,p12_Respuesta_7,p13_Respuesta_1,p13_Respuesta_2,p13_Respuesta_3,p13_Respuesta_4,p13_Respuesta_5,p13_Respuesta_6,p14_Respuesta_1,p14_Respuesta_2,p14_Respuesta_3,p14_Respuesta_4,p15_Respuesta_1,p15_Respuesta_2,p15_Respuesta_3,p15_Respuesta_4,p2_Respuesta_1,p2_Respuesta_2,p2_Respuesta_3,p2_Respuesta_4,p2_Respuesta_5,p2_Respuesta_6,p3_Respuesta_1,p3_Respuesta_2,p3_Respuesta_3,p3_Respuesta_4,p3_Respuesta_5,p3_Respuesta_6,p4_Respuesta_1,p4_Respuesta_2,p4_Respuesta_3,p4_Respuesta_4,p4_Respuesta_5,p4_Respuesta_6,p5_Respuesta_1,p5_Respuesta_2,p5_Respuesta_3,p5_Respuesta_4,p5_Respuesta_5,p5_Respuesta_6,p6_Respuesta_1,p6_Respuesta_2,p6_Respuesta_3,p6_Respuesta_4,p6_Respuesta_5,p6_Respuesta_6,p7_Respuesta_1,p7_Respuesta_2,p7_Respuesta_3,p7_Respuesta_4,p8_Respuesta_1,p8_Respuesta_2,p8_Respuesta_3,p8_Respuesta_4,p9_Respuesta_1,p9_Respuesta_2,p9_Respuesta_3,Percepcion_Economica_Personal_Positiva,Percepcion_Economica_Personal_Negativa,Percepcion_Naciona_Positiva,Percepcion_Nacional_Negativa,Consumo_Ahorro_Positivo,Consumo_Ahorro_Negativo,Incertidumbre_Economica_Personal,Incertidumbre_Economica_Nacional,Ingreso promedio total,Region,Cluster,estado_numero,estado_codigo,cvegeo
100.0,2018,Quintana roo,Benito Juárez,5,0.3532,17116.4852,27103.3557,34025.8182,41319.7725,48507.2241,57031.0529,68393.2121,83047.2674,104373.0629,174986.948,3.0769,28.6538,46.859,19.8077,1.6026,,48.3333,51.6667,,,4.8077,45.2564,32.1795,16.6026,1.1538,,2.1795,14.8077,29.2308,28.0769,1.859,23.8462,,23.0128,34.8718,27.9487,6.3462,7.8205,,25.9615,8.5256,65.5128,,29.8077,10.9615,59.2308,,9.4872,46.9231,32.2436,9.1667,2.1795,,2.7564,30.7051,47.0513,17.6923,1.7949,,8.2051,50.5769,29.5513,10.4487,1.2179,,0.3846,8.0769,32.7564,54.8077,3.9744,,3.0128,42.5641,20.1923,22.5641,11.6667,,32.2436,24.8077,42.9487,,10.7692,37.5641,51.6667,,50.0,50.0,,28.0075,7.9888,19.9199,17.1394,27.786,39.9359,0.0,0.0,65590.4199,Sureste,3.0,22,23,23005
101.0,2018,San luis potosi,San Luis Potosí,28,0.3936,14901.3039,23638.0894,31495.5341,39001.1997,47006.8448,55113.6807,65906.5242,79568.9499,102825.1009,206524.5517,0.4102,26.251,48.8925,23.6259,0.8203,,37.7358,61.936,0.3281,,3.1173,24.9385,65.2994,6.1526,,0.4922,,2.1329,6.6448,26.0049,22.3134,42.6579,0.2461,0.6563,41.1813,48.6464,9.1058,0.4102,,18.6218,12.2231,68.9089,0.2461,15.5865,16.8171,67.3503,0.2461,3.2814,40.9352,32.9779,21.0008,1.8048,,1.5587,28.9582,46.7596,22.7235,,,5.1682,38.5562,32.9779,21.493,1.8048,,0.4102,9.1058,41.8376,46.1034,2.5431,,0.9024,28.7121,32.5677,30.1887,7.219,0.4102,20.8368,42.0837,37.0796,,15.2584,44.8728,39.8687,,29.6965,69.155,1.1485,25.5606,13.3247,19.3452,17.9861,26.6991,40.4781,0.4922,0.3281,66598.1779,Centro,3.0,23,24,24028
102.0,2018,San luis potosi,Soledad de Graciano Sánchez,35,0.3334,13380.5333,23144.3567,29014.3536,33519.1297,39943.174,45776.6028,54001.6826,62688.7547,75474.4567,134775.276,1.4842,27.8293,54.5455,16.141,,,43.0427,56.0297,,0.9276,0.7421,23.5622,69.0167,6.679,,,,0.7421,2.5974,28.9425,18.5529,49.1651,,2.7829,24.4898,56.4007,16.3265,,,15.3989,7.9777,76.6234,,15.0278,12.616,72.3562,,4.8237,31.7254,44.1558,17.8108,1.4842,,1.4842,25.974,57.1429,15.3989,,,4.2672,34.1373,42.8571,17.2542,1.4842,,,6.8646,36.9202,52.8757,3.3395,,2.4119,21.5213,37.6623,30.2412,8.1633,,24.6753,39.1466,36.1781,,19.4805,39.5176,41.0019,,32.0965,63.4508,4.4527,27.5356,11.5955,19.2393,22.6345,26.3308,40.1272,4.4527,0.0,51171.832,Centro,3.0,23,24,24035
103.0,2018,Sinaloa,Culiacán,6,0.3862,14841.7344,23182.8777,29100.8989,34900.8677,41316.047,48603.1927,59050.152,72478.7308,94924.2549,182003.1238,0.5084,22.4199,33.757,38.9934,4.3213,,27.7072,71.3777,,0.9151,0.6609,18.4545,57.9054,22.8266,0.1525,,,1.881,3.8129,10.727,29.9949,53.5841,,0.5084,10.2694,63.4977,25.1144,0.6101,,3.5587,15.9126,80.5287,,6.1007,5.8973,88.002,,2.1861,23.6401,52.9232,18.4545,2.7961,,1.0168,16.5735,51.1439,27.6055,3.6604,,1.8302,21.6065,61.6675,13.6756,1.2201,,,4.2705,19.2679,57.8546,18.607,,1.271,21.1998,43.0605,25.877,8.5918,,15.2517,38.3833,46.365,,5.5414,46.2633,48.1952,,41.7895,58.2105,,24.1061,13.8409,16.9039,22.1721,21.802,41.0714,0.0,0.0,60040.188,Noroeste,3.0,24,25,25006
104.0,2018,Sonora,Hermosillo,30,0.401,16458.3436,26719.878,33816.8837,41183.043,49772.5837,58105.6342,71333.0102,90372.4241,123096.7068,225565.6063,2.7267,30.1719,47.0065,19.2057,0.8892,,38.8263,60.818,,0.3557,4.3272,32.4244,51.4523,11.7368,0.0593,,,0.652,14.1079,32.543,17.4867,35.2104,,1.8376,30.409,51.6894,13.4558,2.6082,,27.9787,9.5436,62.4778,,37.2258,8.358,54.4161,,6.8761,48.4884,30.2312,10.7291,3.6752,,1.6598,24.4221,64.8488,8.358,0.7113,,5.2756,48.7255,35.5661,10.3734,0.0593,,0.0593,6.1055,40.3082,51.0373,2.4896,,1.4819,37.6408,32.6023,22.703,5.572,,34.3213,27.4452,38.2336,,21.3989,38.8856,39.7155,,44.4576,55.5424,,28.8332,6.7501,19.7176,18.487,28.9727,33.6174,0.0,0.0,73642.4114,Noroeste,3.0,25,26,26030
105.0,2018,Tabasco,Centro,4,0.4204,11004.054,18281.2994,24437.0181,29836.7971,35093.3768,41608.4294,51442.6738,65712.4453,89380.356,177218.3905,,3.7818,60.8727,31.3455,4.0,,9.8909,89.8909,0.2182,,,4.7273,81.3818,11.1273,2.7636,,,1.8182,25.8909,11.7091,7.7091,52.8727,,1.5273,7.2727,45.4545,10.1091,35.0545,0.5818,1.2364,1.1636,97.6,,1.4545,0.9455,97.6,,0.8,16.2909,63.5636,15.6364,2.9818,0.7273,0.8,3.5636,61.5273,31.7091,2.4,,1.6727,17.6727,65.7455,10.0364,4.0727,0.8,,0.3636,13.2364,54.9818,31.4182,,1.8182,23.2727,45.9636,19.0545,8.9455,0.9455,1.0909,25.8182,73.0909,,0.3636,8.0727,91.5636,,10.9818,88.7273,0.2909,26.9355,12.7727,16.6618,22.3727,12.2606,64.9662,0.5091,0.7636,54401.484,Sureste,3.0,26,27,27004
106.0,2018,Tabasco,Nacajuca,13,0.3396,8878.2613,15383.7933,19328.7919,23236.1885,27011.0738,31063.0804,36261.7917,43808.9183,56839.4684,90212.2106,,20.8333,47.9167,25.0,6.25,,27.0833,72.9167,,,,22.9167,63.5417,10.4167,3.125,,,,23.9583,31.25,7.2917,37.5,,6.25,16.6667,38.5417,21.875,16.6667,,7.2917,3.125,89.5833,,7.2917,,92.7083,,3.125,18.75,55.2083,16.6667,3.125,3.125,3.125,14.5833,57.2917,18.75,6.25,,3.125,25.0,56.25,12.5,3.125,,,,32.2917,55.2083,12.5,,,34.375,47.9167,10.4167,7.2917,,7.2917,42.7083,50.0,,,21.875,78.125,,36.4583,63.5417,,27.7462,11.4583,28.5714,20.3125,23.9583,52.5298,3.125,0.0,35202.3578,Sureste,4.0,26,27,27013
107.0,2018,Tamaulipas,Altamira,3,0.3679,10163.039,13809.6662,18873.9044,21588.1516,26384.3414,33133.607,39703.9429,45982.1214,59227.614,104709.5704,,17.9775,33.0337,46.5169,2.4719,,17.0787,82.9213,,,,42.6966,43.5955,11.9101,1.573,0.2247,,6.7416,4.2697,50.7865,24.2697,13.9326,,2.9213,35.0562,39.7753,20.8989,1.3483,,2.0225,11.6854,86.2921,,3.1461,11.6854,85.1685,,0.6742,49.4382,29.6629,18.427,1.573,0.2247,,14.8315,34.6067,48.9888,1.573,,2.2472,47.4157,32.3596,16.1798,1.573,0.2247,,3.3708,15.2809,72.3596,8.9888,,3.5955,41.1236,22.4719,27.6404,4.9438,0.2247,8.0899,35.9551,55.9551,,2.2472,39.1011,58.6517,,15.0562,84.9438,,26.2247,17.1629,17.4607,26.4045,19.3633,54.6067,0.2247,0.2247,37357.5958,Norte,4.0,27,28,28003
108.0,2018,Tamaulipas,Ciudad Madero,9,0.3573,8770.768,19167.7919,25695.3247,32932.7506,41089.6436,52245.2772,58001.372,72357.1051,90741.7346,126162.2411,0.6957,18.4348,34.6087,44.6957,1.5652,,38.2609,59.8261,0.5217,1.3913,2.7826,46.9565,28.6957,21.0435,0.5217,,,3.8261,10.9565,47.8261,19.8261,16.6957,0.8696,1.913,22.087,43.3043,31.6522,1.0435,,3.8261,9.7391,86.4348,,2.7826,11.6522,85.5652,,2.4348,54.7826,33.7391,8.1739,0.8696,,1.3913,29.7391,33.913,34.9565,,,6.9565,56.1739,28.6957,6.9565,1.2174,,,6.2609,17.2174,63.6522,12.8696,,2.9565,26.7826,40.0,27.3043,2.9565,,14.9565,49.2174,35.8261,,7.3043,33.2174,59.4783,,28.0,72.0,,25.1304,14.0621,17.5304,25.8913,21.3378,42.0652,0.5217,0.8696,52716.4009,Norte,3.0,27,28,28009
109.0,2018,Tamaulipas,Tampico,38,0.4263,10124.6428,16221.6935,21147.656,26615.071,34549.8922,44180.031,55160.8969,71036.7317,86154.12,167907.2317,,7.5044,34.2059,50.9599,7.3298,,25.3054,74.6946,,,,21.9895,42.0593,34.3805,1.5707,,,5.7592,11.5183,32.4607,27.2251,23.0366,,,14.6597,22.6876,61.2565,1.3962,,1.7452,7.3298,90.925,,1.0471,9.075,89.8778,,1.7452,32.2862,52.356,12.2164,1.3962,,0.8726,16.2304,32.8098,44.1536,5.9337,,2.9668,39.0925,44.6771,11.8674,1.3962,,,9.075,31.2391,45.2007,14.4852,,1.2216,41.0122,37.5218,13.7871,5.5846,0.8726,6.1082,69.6335,24.2583,,3.1414,12.0419,84.8168,,10.2967,89.7033,,24.0679,16.9066,19.4105,25.1745,17.4811,57.1927,0.0,0.8726,53309.7967,Norte,3.0,27,28,28038
110.0,2018,Tlaxcala,Apizaco,5,0.3958,6897.5322,14249.7734,19453.6645,22634.0993,26768.5011,34123.8551,41581.5299,50546.4146,64043.9019,121100.5217,,23.3333,50.0,22.2222,4.4444,,15.0,83.8889,,1.1111,,36.6667,56.6667,6.6667,,,,3.8889,18.8889,37.2222,16.1111,23.8889,,3.8889,8.8889,71.1111,8.3333,5.5556,2.2222,10.0,27.2222,62.7778,,21.6667,25.5556,52.7778,,,62.7778,18.8889,12.7778,1.6667,3.8889,,22.7778,52.7778,20.0,4.4444,,3.8889,54.4444,27.7778,10.5556,1.6667,1.6667,,10.0,28.8889,55.5556,5.5556,,,40.5556,28.8889,18.8889,5.5556,6.1111,26.6667,29.4444,43.8889,,11.6667,52.2222,36.1111,,32.2222,63.8889,3.8889,35.1852,9.7222,23.8889,19.0972,28.75,42.619,3.1481,4.1667,40139.9794,Centro,4.0,28,29,29005
111.0,2018,Tlaxcala,Chiautempan,10,0.3456,10998.518,18589.1134,22080.7738,25784.9734,28680.3075,32777.1653,38755.3128,50943.9904,68866.1031,104022.5748,,,11.3208,88.6792,,,13.2075,86.7925,,,,7.5472,30.1887,33.9623,11.3208,16.9811,,,16.9811,11.3208,13.2075,49.0566,9.434,,16.9811,3.7736,32.0755,37.7358,9.434,,3.7736,96.2264,,3.7736,,96.2264,,,13.2075,,13.2075,18.8679,54.717,,,11.3208,81.1321,7.5472,,,20.7547,,18.8679,22.6415,37.7358,,,3.7736,92.4528,3.7736,,,1.8868,13.2075,28.3019,13.2075,43.3962,,7.5472,92.4528,,,7.5472,90.566,1.8868,3.7736,96.2264,,14.1509,35.8491,9.434,29.0094,9.6698,72.5067,27.8302,20.7547,40149.8833,Centro,4.0,28,29,29010
112.0,2018,Tlaxcala,Mazatecochco de José María Morelos,17,0.2327,11977.11,14987.67,20778.68,26348.33,28111.86,29629.83,37027.54,39296.53,48688.65,55991.9475,,10.4167,56.25,33.3333,,,37.5,62.5,,,,31.25,43.75,10.4167,4.1667,10.4167,,8.3333,45.8333,20.8333,10.4167,14.5833,,,41.6667,41.6667,,,16.6667,,10.4167,89.5833,,50.0,6.25,43.75,,,20.8333,47.9167,16.6667,,14.5833,,14.5833,85.4167,,,,,25.0,58.3333,6.25,,10.4167,,,60.4167,33.3333,6.25,,,52.0833,22.9167,,,25.0,16.6667,29.1667,54.1667,,,33.3333,66.6667,,37.5,62.5,,39.8437,18.75,38.9881,17.7083,29.5833,50.0,11.8056,20.8333,31283.8148,Centro,4.0,28,29,29017
113.0,2018,Tlaxcala,Contla de Juan Cuamatzi,18,0.3601,9157.1857,14852.587,19763.2506,23956.1314,31304.6482,37362.7941,48148.8569,56347.6734,66676.5983,106100.7511,,5.814,63.9535,16.8605,13.3721,,20.3488,78.4884,,1.1628,3.4884,20.3488,33.1395,20.9302,12.2093,9.8837,2.3256,6.3953,15.1163,12.2093,9.3023,54.6512,,6.9767,7.5581,43.0233,19.7674,8.7209,13.9535,5.814,,90.6977,3.4884,13.9535,6.3953,76.1628,3.4884,2.3256,41.2791,12.2093,26.7442,3.4884,13.9535,,9.8837,56.9767,30.2326,2.907,,2.3256,34.8837,29.6512,9.8837,3.4884,19.7674,,1.7442,11.6279,59.8837,26.7442,,,23.8372,16.2791,22.093,16.8605,20.9302,8.1395,22.093,69.7674,,4.0698,18.0233,77.907,,5.2326,91.2791,3.4884,25.9302,13.3721,13.4884,21.9477,13.4205,49.5478,9.0116,17.4419,41367.0477,Centro,4.0,28,29,29018
114.0,2018,Tlaxcala,Panotla,24,0.307,19158.7812,32868.8429,38093.8383,43367.1786,48528.1006,55149.3709,72534.6578,88249.7651,107820.9028,144848.4826,,,56.0976,36.5854,7.3171,,17.0732,75.6098,,7.3171,,12.1951,39.0244,36.5854,,12.1951,,7.3171,39.0244,17.0732,2.439,34.1463,,,31.7073,24.3902,19.5122,24.3902,,7.3171,9.7561,82.9268,,7.3171,2.439,90.2439,,,14.6341,26.8293,26.8293,,31.7073,,4.878,75.6098,19.5122,,,,7.3171,58.5366,21.9512,,12.1951,,,2.439,73.1707,24.3902,,,2.439,19.5122,41.4634,12.1951,24.3902,,34.1463,65.8537,,,7.3171,92.6829,,9.7561,82.9268,7.3171,34.8432,22.439,18.1185,26.8293,14.6341,63.4146,15.8537,24.3902,65061.9921,Centro,4.0,28,29,29024
115.0,2018,Tlaxcala,Santa Cruz Tlaxcala,26,0.3749,8826.1239,12429.542,17516.6221,23691.1082,27982.7074,32719.4739,35798.843,42114.613,53619.6117,107229.3215,,,79.0698,20.9302,,,,100.0,,,,11.6279,74.4186,13.9535,,,,11.6279,16.2791,11.6279,25.5814,34.8837,,,13.9535,60.4651,13.9535,,11.6279,,,100.0,,,20.9302,79.0698,,,48.8372,11.6279,13.9535,,25.5814,,,67.4419,32.5581,,,,58.1395,27.907,,,13.9535,,,48.8372,51.1628,,,,37.2093,25.5814,25.5814,,11.6279,,23.2558,76.7442,,,,100.0,,,100.0,,48.8372,22.4806,30.5648,25.5814,32.5581,81.7829,19.7674,11.6279,36192.7967,Centro,4.0,28,29,29026
116.0,2018,Tlaxcala,Tenancingo,27,0.3278,11263.2024,16961.525,21324.6884,29894.861,33777.8795,36731.822,39665.3949,42645.0471,46903.8232,114218.617,,,85.7143,,,14.2857,28.5714,71.4286,,,,,71.4286,28.5714,,,,,,57.1429,,21.4286,21.4286,,21.4286,78.5714,,,,,,100.0,,28.5714,,71.4286,,,,28.5714,14.2857,,57.1429,,,64.2857,35.7143,,,,,85.7143,14.2857,,,,,28.5714,71.4286,,,,71.4286,,14.2857,14.2857,,28.5714,21.4286,50.0,,,21.4286,78.5714,,28.5714,71.4286,,66.0714,21.4286,50.0,39.2857,32.6531,66.6667,35.7143,21.4286,39338.686,Centro,4.0,28,29,29027
117.0,2018,Tlaxcala,Teolocholco,28,0.2904,12353.7955,16847.9364,21508.2727,24541.7619,27745.5833,29806.1605,32532.5351,42963.0026,56867.041,74115.8782,7.8125,,48.4375,43.75,,,7.8125,92.1875,,,,15.625,46.875,18.75,18.75,,,,18.75,23.4375,18.75,39.0625,,,9.375,23.4375,15.625,51.5625,,9.375,35.9375,54.6875,,40.625,9.375,50.0,,7.8125,34.375,,25.0,28.125,4.6875,,7.8125,48.4375,34.375,9.375,,,9.375,42.1875,15.625,28.125,4.6875,,7.8125,32.8125,28.125,31.25,,,32.8125,18.75,14.0625,34.375,,9.375,21.875,68.75,,,31.25,68.75,,,100.0,,25.7812,26.3393,20.5357,27.1484,22.8125,60.2679,4.6875,0.0,33928.1967,Centro,4.0,28,29,29028
118.0,2018,Tlaxcala,Tetla de la Solidaridad,31,0.2983,9565.5894,14879.4003,19885.3314,22883.7335,26622.9875,31862.5936,38741.9246,42245.9008,49791.3906,74216.294,,14.4,21.6,40.0,24.0,,18.4,76.8,,4.8,,28.8,12.0,34.4,12.8,12.0,,1.6,22.4,12.0,12.8,51.2,,,14.4,37.6,16.0,23.2,8.8,3.2,2.4,94.4,,2.4,7.2,88.0,2.4,1.6,23.2,16.0,29.6,17.6,12.0,,18.4,26.4,33.6,21.6,,,32.8,18.4,19.2,20.8,8.8,,,28.0,53.6,18.4,,,12.8,19.2,40.8,20.8,6.4,16.0,5.6,78.4,,4.0,14.4,81.6,,18.4,79.2,2.4,19.2,25.8,19.4286,24.7,11.0667,51.6444,7.52,7.6,33069.5146,Centro,4.0,28,29,29031
119.0,2018,Tlaxcala,Tlaxcala,33,0.4,13800.124,21690.4567,28040.3319,33873.4631,41214.2619,50354.1202,64567.0236,75605.1031,98447.5762,191851.3362,,22.5225,27.027,46.8468,3.6036,,35.1351,64.8649,,,,34.2342,65.7658,,,,,3.6036,29.7297,32.4324,4.5045,29.7297,,,41.4414,28.8288,23.4234,4.5045,1.8018,20.7207,2.7027,76.5766,,14.4144,16.2162,69.3694,,,64.8649,9.009,13.5135,2.7027,9.9099,,18.9189,35.1351,45.9459,,,,76.5766,10.8108,8.1081,2.7027,1.8018,,9.009,13.5135,44.1441,33.3333,,,39.6396,31.5315,26.1261,2.7027,,13.5135,27.027,59.4595,,10.8108,19.8198,69.3694,,29.7297,70.2703,,33.1081,17.6319,24.6622,21.3964,24.1742,68.1081,5.8559,1.8018,61944.3797,Centro,3.0,28,29,29033
120.0,2018,Tlaxcala,Tzompantepec,38,0.3092,10518.225,13207.04,21031.3433,22781.4078,30021.4621,31702.84,35535.8135,41586.03,49446.3006,84223.075,,33.3333,12.5,33.3333,20.8333,,33.3333,58.3333,,8.3333,,29.1667,45.8333,25.0,,,,,12.5,25.0,,54.1667,8.3333,8.3333,37.5,8.3333,33.3333,12.5,,4.1667,,95.8333,,8.3333,20.8333,62.5,8.3333,4.1667,62.5,16.6667,16.6667,,,,25.0,12.5,41.6667,20.8333,,12.5,54.1667,16.6667,8.3333,8.3333,,,25.0,16.6667,45.8333,12.5,,8.3333,25.0,12.5,37.5,8.3333,8.3333,25.0,8.3333,66.6667,,16.6667,16.6667,66.6667,,37.5,62.5,,25.0,21.4286,17.1296,25.0,22.3485,48.9583,8.3333,8.3333,34005.3537,Centro,4.0,28,29,29038
121.0,2018,Tlaxcala,Papalotla de Xicohténcatl,41,0.4073,15407.3486,19204.0342,21731.8605,25128.5111,29070.4806,36712.0022,42212.621,63987.3429,101226.8442,147442.42,,30.6818,43.1818,26.1364,,,31.8182,68.1818,,,,17.0455,52.2727,26.1364,,4.5455,,11.3636,32.9545,10.2273,30.6818,10.2273,4.5455,,45.4545,29.5455,20.4545,,4.5455,13.6364,,86.3636,,23.8636,21.5909,54.5455,,,38.6364,30.6818,5.6818,,25.0,,20.4545,36.3636,43.1818,,,,53.4091,36.3636,5.6818,,4.5455,,,48.8636,45.4545,,5.6818,,50.0,26.1364,10.2273,9.0909,4.5455,30.6818,5.6818,63.6364,,30.6818,,69.3182,,20.4545,75.0,4.5455,36.2216,20.1705,34.9026,21.0227,24.7727,64.7727,9.6591,4.8295,50212.3465,Centro,4.0,28,29,29041
122.0,2018,Tlaxcala,Yauhquemehcan,43,0.319,6555.4128,14976.985,21917.1198,25116.6588,27886.6598,31840.3015,36258.2268,40401.7207,48699.4395,88428.4863,7.6923,22.1154,40.3846,26.9231,2.8846,,47.1154,52.8846,,,,70.1923,26.9231,2.8846,,,,12.5,41.3462,27.8846,6.7308,11.5385,,,12.5,75.0,12.5,,,33.6538,29.8077,36.5385,,48.0769,28.8462,23.0769,,4.8077,69.2308,8.6538,10.5769,,6.7308,7.6923,26.9231,43.2692,22.1154,,,3.8462,83.6538,6.7308,2.8846,2.8846,,,,48.0769,51.9231,,,3.8462,57.6923,25.9615,2.8846,,9.6154,31.7308,19.2308,46.1538,2.8846,30.7692,32.6923,36.5385,,38.4615,52.8846,8.6538,27.0833,11.3782,34.6154,20.3846,36.4583,37.9808,6.0897,9.6154,34208.1011,Centro,4.0,28,29,29043
123.0,2018,Tlaxcala,Zacatelco,44,0.3022,14301.9044,19409.1213,23519.5282,31751.7391,37369.0722,42776.6003,51040.5728,56035.6017,71856.64,98130.4703,,,65.0794,26.9841,7.9365,,57.1429,41.2698,,1.5873,1.5873,12.6984,69.8413,12.6984,,3.1746,,1.5873,3.1746,28.5714,6.3492,57.1429,3.1746,,15.873,12.6984,31.746,31.746,7.9365,6.3492,20.6349,73.0159,,,23.8095,76.1905,,,12.6984,55.5556,23.8095,,7.9365,,,73.0159,26.9841,,,,25.3968,50.7937,15.873,,7.9365,,,4.7619,95.2381,,,,14.2857,22.2222,44.4444,6.3492,12.6984,23.8095,20.6349,55.5556,,7.9365,28.5714,63.4921,,22.2222,77.7778,,47.0899,20.3175,10.6576,34.9206,24.6032,46.4853,6.3492,7.9365,44619.125,Centro,3.0,28,29,29044
124.0,2018,Tlaxcala,La Magdalena Tlaltelulco,48,0.3584,5520.1406,13915.3252,17224.1924,21885.479,26749.7163,29392.5142,32772.9647,40353.8295,66025.6441,88332.7801,,1.6393,70.4918,27.8689,,,49.1803,50.8197,,,,22.9508,36.0656,30.3279,8.1967,2.459,,10.6557,18.8525,20.4918,8.1967,36.0656,5.7377,,27.8689,36.8852,9.8361,19.6721,5.7377,,,100.0,,13.1148,16.3934,70.4918,,4.0984,14.7541,31.1475,29.5082,15.5738,4.918,,16.3934,59.0164,16.3934,8.1967,,,34.4262,30.3279,15.5738,19.6721,,,13.1148,29.5082,36.0656,16.3934,4.918,,22.9508,16.3934,19.6721,36.0656,4.918,19.6721,31.1475,49.1803,,3.2787,21.3115,75.4098,,1.6393,98.3607,,29.1439,18.9696,22.0287,20.7992,21.4754,58.8993,3.6885,5.3279,34217.2586,Centro,4.0,28,29,29048
125.0,2018,Tlaxcala,San Francisco Tetlanohcan,50,0.2743,11144.25,15186.88,22151.445,31927.97,33798.61,44445.71,49598.34,59057.44,67916.056,78103.4644,,,16.6667,62.5,20.8333,,,97.2222,,2.7778,,38.8889,30.5556,19.4444,11.1111,,8.3333,2.7778,,23.6111,2.7778,62.5,,8.3333,13.8889,51.3889,6.9444,19.4444,,,,100.0,,,16.6667,83.3333,,,40.2778,9.7222,37.5,,12.5,,2.7778,44.4444,44.4444,8.3333,,,52.7778,,37.5,,9.7222,,2.7778,,84.7222,12.5,,,50.0,2.7778,12.5,5.5556,29.1667,2.7778,9.7222,87.5,,,12.5,87.5,,,90.2778,9.7222,27.7778,35.1852,17.5347,21.0069,18.5185,61.9792,10.6481,29.1667,41333.0165,Centro,4.0,28,29,29050
126.0,2018,Tlaxcala,San Jerónimo Zacualpan,51,0.3639,6837.38,18840.0078,21916.24,24169.43,40667.0529,52175.2684,65085.84,75243.43,87097.3647,126808.9898,,,58.6207,34.4828,6.8966,,27.5862,68.9655,,3.4483,,6.8966,48.2759,,31.0345,13.7931,,,3.4483,34.4828,,58.6207,3.4483,,6.8966,58.6207,13.7931,17.2414,3.4483,,13.7931,82.7586,3.4483,13.7931,13.7931,68.9655,3.4483,,10.3448,51.7241,17.2414,13.7931,6.8966,6.8966,,58.6207,27.5862,6.8966,,,20.6897,31.0345,17.2414,13.7931,17.2414,,6.8966,10.3448,58.6207,24.1379,,,17.2414,17.2414,20.6897,37.931,6.8966,,20.6897,79.3103,,,6.8966,86.2069,6.8966,,100.0,,33.9901,17.2414,17.2414,29.5567,18.9655,56.8966,8.6207,4.5977,51884.1004,Centro,4.0,28,29,29051
127.0,2018,Tlaxcala,Santa Catarina Ayometla,58,0.2405,13759.21,17284.04,21281.31,23971.47,29311.45,29406.98,30835.21,33994.4,55779.145,64146.0167,,32.4074,44.4444,18.5185,4.6296,,55.5556,44.4444,,,,39.8148,37.963,17.5926,,4.6296,,3.7037,4.6296,15.7407,9.2593,66.6667,,3.7037,15.7407,45.3704,6.4815,24.0741,4.6296,5.5556,8.3333,86.1111,,11.1111,13.8889,75.0,,6.4815,39.8148,13.8889,29.6296,,10.1852,,30.5556,44.4444,21.2963,3.7037,,,41.6667,41.6667,12.037,,4.6296,,,25.9259,46.2963,27.7778,,,12.963,30.5556,25.9259,16.6667,13.8889,37.037,11.1111,51.8519,,27.7778,17.5926,54.6296,,37.963,55.5556,6.4815,32.8189,14.9691,17.8241,21.5278,25.3086,51.6975,6.4815,9.2593,31976.9232,Centro,4.0,28,29,29058
128.0,2018,Veracruz de ignacio de la llave,Boca del Río,28,0.3664,13701.6338,21546.688,23395.8384,25940.4845,27775.566,31529.2935,36206.2789,41426.7202,53864.9343,147385.9932,,14.8594,55.0201,30.1205,,,41.3655,58.6345,,,4.8193,22.49,54.2169,17.6707,0.8032,,,4.4177,18.0723,40.5622,24.0964,12.8514,,,29.3173,45.3815,21.6867,3.6145,,5.6225,11.6466,82.7309,,10.4418,26.506,63.0522,,2.4096,42.9719,38.9558,12.4498,3.2129,,,15.6627,56.2249,28.1124,,,2.4096,41.7671,42.1687,12.4498,1.2048,,,1.6064,36.5462,55.0201,6.8273,,0.8032,47.3896,27.3092,21.6867,1.6064,1.2048,10.8434,46.1847,42.9719,,12.0482,17.6707,70.2811,,23.6948,76.3052,,31.245,14.5917,23.427,21.8876,22.1192,49.9139,0.0,1.2048,42277.3431,Sureste,4.0,7,30,30028
